in s,C2 in V
-1.26041E+01,-2.805E-02
-1.26039E+01,-2.805E-02
-1.26037E+01,-2.854E-02
-1.26035E+01,-2.708E-02
-1.26033E+01,-2.219E-02
-1.26030E+01,-2.854E-02
-1.26028E+01,-3.196E-02
-1.26026E+01,-3.245E-02
-1.26024E+01,-2.854E-02
-1.26021E+01,-2.756E-02
-1.26019E+01,-3.049E-02
-1.26017E+01,-2.561E-02
-1.26015E+01,-2.756E-02
-1.26013E+01,-2.805E-02
-1.26010E+01,-2.756E-02
-1.26008E+01,-2.708E-02
-1.26006E+01,-2.903E-02
-1.26004E+01,-2.952E-02
-1.26002E+01,-2.415E-02
-1.25999E+01,-3.098E-02
-1.25997E+01,-2.952E-02
-1.25995E+01,-2.463E-02
-1.25993E+01,-2.854E-02
-1.25990E+01,-2.805E-02
-1.25988E+01,-2.805E-02
-1.25986E+01,-2.903E-02
-1.25984E+01,-2.854E-02
-1.25982E+01,-2.415E-02
-1.25979E+01,-3.049E-02
-1.25977E+01,-3.147E-02
-1.25975E+01,-2.561E-02
-1.25973E+01,-3.098E-02
-1.25970E+01,-2.903E-02
-1.25968E+01,-2.415E-02
-1.25966E+01,-3.098E-02
-1.25964E+01,-3.196E-02
-1.25962E+01,-2.708E-02
-1.25959E+01,-3.245E-02
-1.25957E+01,-2.903E-02
-1.25955E+01,-3.098E-02
-1.25953E+01,-2.952E-02
-1.25951E+01,-2.756E-02
-1.25948E+01,-2.952E-02
-1.25946E+01,-2.952E-02
-1.25944E+01,-2.756E-02
-1.25942E+01,-2.952E-02
-1.25939E+01,-2.903E-02
-1.25937E+01,-2.805E-02
-1.25935E+01,-3.196E-02
-1.25933E+01,-3.098E-02
-1.25931E+01,-3.098E-02
-1.25928E+01,-2.952E-02
-1.25926E+01,-3.001E-02
-1.25924E+01,-2.756E-02
-1.25922E+01,-2.854E-02
-1.25919E+01,-3.098E-02
-1.25917E+01,-3.001E-02
-1.25915E+01,-3.098E-02
-1.25913E+01,-3.001E-02
-1.25911E+01,-2.756E-02
-1.25908E+01,-3.098E-02
-1.25906E+01,-3.001E-02
-1.25904E+01,-2.708E-02
-1.25902E+01,-2.903E-02
-1.25900E+01,-2.805E-02
-1.25897E+01,-2.561E-02
-1.25895E+01,-3.294E-02
-1.25893E+01,-3.196E-02
-1.25891E+01,-2.903E-02
-1.25888E+01,-3.147E-02
-1.25886E+01,-3.147E-02
-1.25884E+01,-3.147E-02
-1.25882E+01,-3.196E-02
-1.25880E+01,-3.147E-02
-1.25877E+01,-3.001E-02
-1.25875E+01,-3.147E-02
-1.25873E+01,-2.952E-02
-1.25871E+01,-2.219E-02
-1.25868E+01,-3.049E-02
-1.25866E+01,-3.147E-02
-1.25864E+01,-3.098E-02
-1.25862E+01,-3.294E-02
-1.25860E+01,-2.659E-02
-1.25857E+01,-3.001E-02
-1.25855E+01,-2.952E-02
-1.25853E+01,-2.561E-02
-1.25851E+01,-3.391E-02
-1.25849E+01,-3.098E-02
-1.25846E+01,-2.805E-02
-1.25844E+01,-3.098E-02
-1.25842E+01,-3.049E-02
-1.25840E+01,-2.854E-02
-1.25837E+01,-3.245E-02
-1.25835E+01,-2.756E-02
-1.25833E+01,-2.756E-02
-1.25831E+01,-3.147E-02
-1.25829E+01,-3.098E-02
-1.25826E+01,-2.805E-02
-1.25824E+01,-2.854E-02
-1.25822E+01,-3.098E-02
-1.25820E+01,-2.610E-02
-1.25817E+01,-2.952E-02
-1.25815E+01,-3.245E-02
-1.25813E+01,-2.708E-02
-1.25811E+01,-3.049E-02
-1.25809E+01,-3.098E-02
-1.25806E+01,-2.805E-02
-1.25804E+01,-3.391E-02
-1.25802E+01,-3.049E-02
-1.25800E+01,-3.245E-02
-1.25798E+01,-3.391E-02
-1.25795E+01,-3.049E-02
-1.25793E+01,-3.391E-02
-1.25791E+01,-3.098E-02
-1.25789E+01,-2.952E-02
-1.25786E+01,-3.294E-02
-1.25784E+01,-3.147E-02
-1.25782E+01,-2.805E-02
-1.25780E+01,-3.294E-02
-1.25778E+01,-3.440E-02
-1.25775E+01,-3.098E-02
-1.25773E+01,-2.952E-02
-1.25771E+01,-3.001E-02
